瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),弥家 惑措嚼档(%),乞闭 惑措嚼档(%)
211,牢力,2019-12-06,-6.9,-12.3,.4,,,,6.6,4.2,1.2,23,54.6
211,牢力,2019-12-07,-2.7,-9.1,1.7,,,0,7,4.4,1.7,44,73.3
211,牢力,2019-12-08,-2.1,-5.3,4.6,,,,4.9,3.1,.8,49,77
211,牢力,2019-12-09,.2,-7,6.3,,,0,4.5,2.2,.7,58,75.6
211,牢力,2019-12-10,6.5,3.9,10.4,,,1.5,8,5.4,2,58,82
211,牢力,2019-12-11,7.1,.4,10.8,,,.2,14.3,7.1,3.6,29,59.1
211,牢力,2019-12-12,-1.5,-5.8,3.3,,,,7,5,1.7,25,49.9
211,牢力,2019-12-13,.1,-7.9,5.3,,,0,9.7,4.8,2,43,63.1
211,牢力,2019-12-14,1.6,-2.3,6.7,,,.5,6.9,4.4,1.4,45,74.1
211,牢力,2019-12-15,.6,-4.9,10.6,,,,4.9,3,1,40,78
211,牢力,2019-12-16,2.6,-4.3,12.9,,,0,3.8,2.5,.4,48,81.9
211,牢力,2019-12-17,7.2,3.4,9.9,,,1.5,7.1,4.9,1.8,79,89
211,牢力,2019-12-18,3.2,1.3,5.4,,,,4.6,2.9,1.1,69,81.8
211,牢力,2019-12-19,1,-1.9,4.7,,,,8.8,5.3,2.2,26,56
211,牢力,2019-12-20,-1.7,-6.4,2.9,,,,7.9,4.7,1.9,26,55.6
211,牢力,2019-12-21,-1.4,-8.2,2.7,,,,8.7,4.6,1.7,44,68.8
211,牢力,2019-12-22,2.1,-.7,7.6,,,,4,2.7,.8,47,74.1
211,牢力,2019-12-23,2,-1.8,5.4,,,1.5,4.6,3.1,.9,63,84.5
211,牢力,2019-12-24,-.5,-4.6,6.4,,,,3.6,2.4,.6,39,80.9
211,牢力,2019-12-25,-.8,-6.9,6.8,,,,4.8,3.2,.8,28,72.3
211,牢力,2019-12-26,1.4,-.8,3.7,,,0,7.7,4.1,1.4,58,71.4
211,牢力,2019-12-27,-2.1,-6.3,2.7,,,,7.1,4.4,2,29,57.4
211,牢力,2019-12-28,-1,-7.8,5.6,,,,4.4,2.7,.5,39,63.4
211,牢力,2019-12-29,.5,-3.2,6.5,,,,2.8,2.2,.4,46,72.3
211,牢力,2019-12-30,2.5,-3,6.7,,,0,11.3,6.7,2.3,29,63.5
211,牢力,2019-12-31,-6.7,-9.9,-3.1,,,,8.7,5.5,3.2,30,38.8
211,牢力,2020-01-01,-3.8,-7.7,1.4,,,0,7.1,4.3,2.5,37,67
211,牢力,2020-01-02,-.7,-5.9,4,,,,7.9,5.3,1.8,47,68.8
211,牢力,2020-01-03,-1.4,-5.6,5.6,,,,6.2,3.8,1.4,31,67.9
211,牢力,2020-01-04,-2.6,-8.8,6.2,,,,6.1,3.8,1.1,34,67.8
211,牢力,2020-01-05,-2.9,-9.2,7.8,,,,3.8,2.5,.5,24,68.1
211,牢力,2020-01-06,-.7,-5.7,3.1,,,.1,3.3,2.2,.7,55,74.4
211,牢力,2020-01-07,5,1.6,7.1,,,51.5,6.9,3.8,2,85,93
211,牢力,2020-01-08,5.2,3.1,9.1,,,30,9.1,6.1,2.5,74,85.8
211,牢力,2020-01-09,.2,-3.2,3.3,,,,8.4,5.2,2.2,51,70.9
211,牢力,2020-01-10,-1.2,-5.4,5.2,,,,5.7,3.7,1.1,44,77.5
211,牢力,2020-01-11,-1.7,-6,4,,,,6.5,3.8,1,42,77.5
211,牢力,2020-01-12,-1.1,-4.6,2.3,,,,6.1,3.5,1.2,49,71.8
211,牢力,2020-01-13,-3.1,-7.1,1.3,,,,9.7,5.6,2.3,25,58.9
211,牢力,2020-01-14,-5.1,-10.1,3.5,,,,5.1,3.6,.7,28,65.9
211,牢力,2020-01-15,-5.2,-10.8,2.2,,,,7.4,4.4,1.1,28,64.5
211,牢力,2020-01-16,-4.7,-10.2,4.5,,,,4.8,3.3,.7,26,65
211,牢力,2020-01-17,-1.7,-9.1,8.2,,,,2.5,1.8,.6,36,70.9
211,牢力,2020-01-18,.9,-3.9,7.5,,,0,6.6,4.1,1.2,24,66.3
211,牢力,2020-01-19,-.5,-3.5,3.1,,,.4,8.7,5.4,2,55,75.3
211,牢力,2020-01-20,.9,-3.5,5.1,,,,10.2,5.7,2.7,26,48.8
211,牢力,2020-01-21,-2.7,-8.6,5.4,,,,4.5,2.9,.9,25,59.1
211,牢力,2020-01-22,.2,-3.3,6.9,,,,4.5,3.4,.8,23,57.1
211,牢力,2020-01-23,1.2,-4.3,12.2,,,,4.5,3.1,.7,25,65.6
211,牢力,2020-01-24,.6,-5.8,8.6,,,,6.2,4.3,1.3,50,78.1
211,牢力,2020-01-25,2.1,-1.7,9.5,,,,3.7,2.2,.7,49,78.8
211,牢力,2020-01-26,2.8,-2.8,8.6,,,0,9.3,5.8,1.8,59,78.5
211,牢力,2020-01-27,5.1,3.8,6.2,,,.1,9,5.9,4.3,48,61.8
211,牢力,2020-01-28,5.1,2.4,7.3,,,1,9.1,6.2,3.5,59,72.5
211,牢力,2020-01-29,3.5,0,7.6,,,0,6.3,4.6,1.6,44,72.5
211,牢力,2020-01-30,2.5,-1.7,6.6,,,.2,8.5,5.3,1.8,55,76.4
211,牢力,2020-01-31,1.5,-2.9,8.1,,,,5.9,3.6,1.1,35,70.8
211,牢力,2020-02-01,.2,-3.9,5.8,,,,7.5,4.4,1.4,46,74.6
211,牢力,2020-02-02,.8,-4.8,5.7,,,0,8.1,4.5,1.6,26,64.3
211,牢力,2020-02-03,.3,-4.3,4.3,,,0,8.8,4.8,2.8,19,39
211,牢力,2020-02-04,-1.7,-8.6,4,,,.4,9.8,5.6,2.4,34,59.3
211,牢力,2020-02-05,-6.9,-11.9,-1.3,,,,6.5,4.2,1.8,21,39.9
211,牢力,2020-02-06,-6.6,-14,2.6,,,,5,3.3,1.2,28,56.6
211,牢力,2020-02-07,-2.4,-9.9,2.9,,,,8.8,4.9,1.8,28,52.4
211,牢力,2020-02-08,-.9,-6,4,,,,6.6,4.5,1.8,32,55.8
211,牢力,2020-02-09,-1.8,-9.9,3.9,,,,8.1,4.9,2.1,26,56.5
211,牢力,2020-02-10,1.8,-3.4,9.4,,,,5.9,3.5,1.6,26,58.8
211,牢力,2020-02-11,1.7,-6.2,13.7,,,,6.4,3.9,.8,17,59.3
211,牢力,2020-02-12,4.5,-.9,9.8,,,1.5,2.6,1.7,.4,37,71.5
211,牢力,2020-02-13,6.8,.8,12.3,,,0,7.6,5.1,2,48,78.9
211,牢力,2020-02-14,5.7,-.5,15.9,,,,3.7,2.7,.8,32,77.1
211,牢力,2020-02-15,7.3,.9,15.3,,,.5,8.2,5.6,2.2,46,76.4
211,牢力,2020-02-16,-.1,-3.6,4.8,,,8.5,9,5.2,2.7,62,81.1
211,牢力,2020-02-17,-5.3,-7.2,-3.6,,,.1,8,4.8,2.4,53,67
211,牢力,2020-02-18,-4.2,-8.3,1.6,,,,6.1,4,2,36,62.6
211,牢力,2020-02-19,-1.8,-8.7,6.4,,,,5.1,3.5,1,35,72
211,牢力,2020-02-20,,-2.7,9.8,,,,5.4,3.2,,29,
211,牢力,2020-02-21,3.6,-3.7,10.1,,,1,8,5,1.6,37,71.5
211,牢力,2020-02-22,3,-.6,5.7,,,4.5,10.8,6.9,3.1,34,63.5
211,牢力,2020-02-23,.9,-5.1,6.3,,,,9.6,4.8,2.3,25,47.4
211,牢力,2020-02-24,4.2,-2.7,11.3,,,,6.8,4.2,1.4,33,58.5
211,牢力,2020-02-25,2.9,.6,5.5,,,25,10.7,6.5,2.3,73,85.3
211,牢力,2020-02-26,3,1,6.2,,,.5,6.6,4.5,1.7,67,81.6
211,牢力,2020-02-27,2,-1.9,8.9,,,.1,3.5,2.5,1,32,73.1
211,牢力,2020-02-28,1,-3.1,3.9,,,1.5,5.6,3.6,1,69,88.4
211,牢力,2020-02-29,5.3,-.2,12.3,,,,4.6,3,1.2,30,71.3
211,牢力,2020-03-01,4.4,-1.8,10.6,,,2,6,3.9,1,48,76
211,牢力,2020-03-02,2.5,-1.6,7.1,,,4,6.6,4.2,1.8,40,62
211,牢力,2020-03-03,3.9,-3.2,10.5,,,0,7,4.5,1.6,30,64.4
211,牢力,2020-03-04,2.2,-.4,6.8,,,,10.2,6,3.4,26,46.4
211,牢力,2020-03-05,.8,-3.5,6.7,,,,6.9,4.7,2,23,48.9
211,牢力,2020-03-06,1.3,-6.4,9.9,,,,6.4,4.1,1.1,24,56.3
211,牢力,2020-03-07,3.2,-3.1,11.6,,,,3.5,2.6,.9,18,56.1
211,牢力,2020-03-08,5.5,-3.4,17.2,,,,5.1,3.5,.9,17,56.6
211,牢力,2020-03-09,7.9,-2.5,17.3,,,,6.5,4.1,1.3,22,54.5
211,牢力,2020-03-10,6.8,4.7,9.7,,,5.5,5.9,3.9,1.9,61,81.9
211,牢力,2020-03-11,2.8,-.9,8.5,,,,9.4,5.4,2.8,20,47.4
211,牢力,2020-03-12,5.6,-4.2,12.5,,,,9.1,5.2,2.3,20,45.6
211,牢力,2020-03-13,5.8,-2.2,11.6,,,0,7.6,4.5,2.3,9,34.8
211,牢力,2020-03-14,2.5,-5.5,8.7,,,0,11.7,6.1,2.7,18,45.1
211,牢力,2020-03-15,2.2,-2.3,7.4,,,.5,11.3,6.3,2,19,56.1
211,牢力,2020-03-16,2.8,-3.8,8.8,,,0,11,6,2.5,15,51
211,牢力,2020-03-17,2.7,.8,4.6,,,1.5,7.5,5.2,2.3,34,80.6
211,牢力,2020-03-18,6.6,1,15.5,,,,7.7,4.6,1.8,24,63.4
211,牢力,2020-03-19,7.8,2,12,,,.6,15.3,8.7,4,21,43.3
211,牢力,2020-03-20,7.6,-1.4,13.8,,,,11.1,6.7,3.4,14,34.8
211,牢力,2020-03-21,11.6,7,18.5,,,1.5,7.9,5,2.3,24,46.1
211,牢力,2020-03-22,9.7,3.1,17.2,,,,7.4,4,1.3,11,49.3
211,牢力,2020-03-23,6.9,-1.3,16.9,,,,8.5,5.5,1.5,12,49.5
211,牢力,2020-03-24,7.3,-1.7,17.3,,,,5.7,4.2,1.6,12,54.3
211,牢力,2020-03-25,9.6,-.7,20.2,,,,5.4,3.3,1.1,18,51.3
211,牢力,2020-03-26,13.3,2,23.5,,,,6.9,3.3,1,16,46.8
211,牢力,2020-03-27,9.1,4.5,15.3,,,2,7.4,4.9,1.9,53,86.3
211,牢力,2020-03-28,5.1,-.4,12.9,,,,7.4,5.1,1.7,13,52.5
211,牢力,2020-03-29,5.4,-3.5,15.5,,,,6.4,4.4,1.8,22,54.4
211,牢力,2020-03-30,7.1,-1.3,17.9,,,,5.9,3.3,1.2,13,52.6
211,牢力,2020-03-31,9.8,-.4,19.4,,,,7.8,4.5,1.2,10,42.6
211,牢力,2020-04-01,6,1.4,12.2,1.5,5,5,10.2,7.3,2.2,43,71
211,牢力,2020-04-02,7.6,1.3,15.6,,,,7.7,4.9,2,19,55.3
211,牢力,2020-04-03,9,-1.7,17.6,,,,9.7,5.5,2.6,13,39.6
211,牢力,2020-04-04,7,-.1,13.9,0,0,0,8.7,5.9,2.6,15,45.9
211,牢力,2020-04-05,5,-4.1,14.6,,,,7.8,4.7,1.6,9,38.9
211,牢力,2020-04-06,8.2,-2.8,16.9,,,,7.5,5.1,1.9,12,35.1
211,牢力,2020-04-07,10,1.1,17.9,,,,9.9,5.5,1.8,18,42
211,牢力,2020-04-08,6.9,.6,14.1,,,,9.7,5.2,1.4,12,39.3
211,牢力,2020-04-09,5.8,-2.3,14.9,,,,9,6.4,1.9,17,50.1
211,牢力,2020-04-10,7.3,-.9,15.9,,,,6.8,4.5,1.5,19,53.3
211,牢力,2020-04-11,7.6,-.6,15.5,,,,5.8,4,1.4,24,52.1
211,牢力,2020-04-12,4.6,1.6,8.6,1,3,12.5,9.4,5.8,1.8,65,82.4
211,牢力,2020-04-13,7.3,.3,15.7,0,0,0,9,5.9,1.9,14,51.1
211,牢力,2020-04-14,10.6,-1.7,21.8,,,,7.8,4.8,1.8,12,43.3
211,牢力,2020-04-15,10.6,1.9,22.3,,,,8.7,5.9,2.1,18,55.3
211,牢力,2020-04-16,11.4,4.7,20.4,,,,7.1,5.2,2.8,26,58.3
211,牢力,2020-04-17,9,6.8,10.9,1.5,5,9,5.9,3.9,1.6,66,84.1
211,牢力,2020-04-18,10.7,5.8,17.6,.5,.5,.5,5.8,3.9,1.3,42,73.5
211,牢力,2020-04-19,8.8,5.5,13.6,.5,2.5,6.5,7.8,5.3,2.3,46,79.3
211,牢力,2020-04-20,9.2,6.2,12.4,.1,.2,.4,11.2,5.5,2.3,49,72.5
211,牢力,2020-04-21,7.2,4,10.5,,,,18.9,7.7,3.8,28,40.4
211,牢力,2020-04-22,5.9,3.6,8.6,,,,15.4,6.7,3.3,30,41
211,牢力,2020-04-23,7.9,3.2,13.5,,,,12.5,5.3,2.7,24,41.8
211,牢力,2020-04-24,9.3,.2,15.2,,,,18.7,7.3,3.4,25,43.8
211,牢力,2020-04-25,12.7,7.5,19.3,,,,12.9,5.2,3,31,46.6
211,牢力,2020-04-26,10.9,3.9,17.5,,,,8.9,3.7,1,17,51
211,牢力,2020-04-27,10.2,2.7,17,,,,9.5,4.9,1.4,23,53.3
211,牢力,2020-04-28,12.5,1.8,20.1,,,,15.1,6.3,2.5,20,45.9
211,牢力,2020-04-29,14.4,6.2,22.1,,,,8.2,4.2,1.6,26,46.8
211,牢力,2020-04-30,16.3,5.7,23.1,,,,14.3,5.5,2.3,28,50.4
211,牢力,2020-05-01,21.3,14,27.8,,,,11.9,4.8,2.1,41,61.3
211,牢力,2020-05-02,19.1,15.4,22.3,0,0,0,6.7,3.9,2,65,79.8
211,牢力,2020-05-03,20.2,14.1,26.7,,,,6.9,3.1,1,40,70.3
211,牢力,2020-05-04,17.9,12.9,27.5,,,,11.3,5,1.9,38,72.1
211,牢力,2020-05-05,16.1,11.1,22.8,,,,9,4.5,1.7,49,71.4
211,牢力,2020-05-06,16.6,9.8,26,,,,10.3,5.5,1.5,22,58.1
211,牢力,2020-05-07,16.2,7.8,23.7,,,,7.2,3.4,1.5,19,50.3
211,牢力,2020-05-08,17.7,9.2,27.3,.7,2.8,5,6.2,3.3,1.3,14,51.9
211,牢力,2020-05-09,13.8,11.8,15.4,2.3,7.9,43,10,4.2,1.1,92,95.1
211,牢力,2020-05-10,14.8,12.7,17.2,.3,1.3,3.6,9.8,4.7,2.7,75,83.8
211,牢力,2020-05-11,17.1,13.4,21.7,0,0,0,14.4,6.2,3.9,26,49.8
211,牢力,2020-05-12,12.6,8.7,18,.5,1.5,1.5,12.1,5.7,2.1,43,75.6
211,牢力,2020-05-13,14.4,5.4,22.5,,,,17.4,7.1,2.7,23,53.6
211,牢力,2020-05-14,16.2,7.2,24.5,,,,7.6,3.8,1.1,19,50.9
211,牢力,2020-05-15,14.1,12.7,15.4,.7,3.3,9.8,5.6,2.2,1.1,61,84.5
211,牢力,2020-05-16,16.8,13.2,21.6,.1,.3,.4,4.8,2.3,.7,65,86.1
211,牢力,2020-05-17,20,15.2,26.4,,,,6.7,3.3,1.1,45,75.1
211,牢力,2020-05-18,18.1,14.3,24.1,5.5,12.2,25.7,10.4,5.5,2.2,54,76.5
211,牢力,2020-05-19,10.8,8.3,14.5,3,8.3,32.3,10,4.2,1.5,69,84.5
211,牢力,2020-05-20,10.8,8.1,16,.1,.1,.1,7.7,4.1,1.5,47,75.6
211,牢力,2020-05-21,14.1,7.4,21.5,,,,7.3,3.5,1.7,43,67.6
211,牢力,2020-05-22,14.9,11,21.1,0,0,0,6.3,3.1,1.9,56,75.6
211,牢力,2020-05-23,17.7,12,24.3,1.9,2,2,6.9,2.8,1.2,43,73.3
211,牢力,2020-05-24,18.2,15.1,22.1,1.9,7.1,11.5,11.1,4.7,2.1,53,75.5
211,牢力,2020-05-25,17.8,13.8,23.2,,,,7.8,4.1,1.9,55,77.6
211,牢力,2020-05-26,17.2,13.8,23.7,1.7,4.5,5.9,5.8,3.2,1.4,40,77.1
211,牢力,2020-05-27,16.7,11.2,24.1,,,,8.7,4.2,1.5,33,67.6
211,牢力,2020-05-28,16.3,10.6,22.9,,,,5.6,3.1,.9,35,69.1
211,牢力,2020-05-29,17.7,10.3,26.6,,,,7.6,3.8,1.3,23,61.3
211,牢力,2020-05-30,18.9,9.6,29.7,,,,6.1,3,1.2,24,57.4
211,牢力,2020-05-31,20.1,10.7,28.1,0,0,0,8.6,3.6,1.2,36,61.3
211,牢力,2020-06-01,20.4,15,25.1,0,0,0,12.4,5.9,3.6,31,54.1
211,牢力,2020-06-02,17,12.7,22.2,.1,.1,.1,10.4,4.4,1,37,65.5
211,牢力,2020-06-03,22.8,16.4,28.6,.1,.2,.2,8.2,3.9,2,36,58.5
211,牢力,2020-06-04,23.1,18.9,28.4,,,,11.5,5.8,2.5,44,65.6
211,牢力,2020-06-05,21.9,17.1,28.5,,,,7.6,4,1.4,37,68.6
211,牢力,2020-06-06,21.2,13.9,29.4,,,,8.9,4.4,2,35,65.1
211,牢力,2020-06-07,22.3,16.1,29,,,,6.8,3.2,1.1,44,65.8
211,牢力,2020-06-08,24,16.9,31,,,,8,3.3,1.1,45,69.8
211,牢力,2020-06-09,25.4,18.1,33.3,,,,5.6,2.8,1.2,37,68.5
211,牢力,2020-06-10,24.7,18.5,31.7,0,0,0,6.4,3.3,.8,42,71.8
211,牢力,2020-06-11,25.7,21.4,32.2,,,,5.6,2.9,1.2,32,64.9
211,牢力,2020-06-12,22.9,18.6,28.7,,,,6,2.6,1,43,65.9
211,牢力,2020-06-13,24.9,16.5,33,,,,5,2.7,.8,29,59
211,牢力,2020-06-14,24.8,21.1,29.4,.2,.2,.2,12.6,5.8,2.5,44,64.5
211,牢力,2020-06-15,23.3,18.1,29.2,,,,14.6,6.2,2.7,31,55.1
211,牢力,2020-06-16,21.7,14.1,29.3,,,,7.6,2.9,1.1,36,58.8
211,牢力,2020-06-17,23.1,15.1,29.9,,,,6.9,3,1.1,36,62.4
211,牢力,2020-06-18,21.9,18.1,27.2,,,,9.1,4.1,1.5,51,68.9
211,牢力,2020-06-19,21,17.4,26.1,,,,9.6,5.1,2.2,50,70.6
211,牢力,2020-06-20,22.7,16,30.6,,,,6.2,3,1.3,41,69.5
211,牢力,2020-06-21,24.6,18.4,33,,,,5.4,3,1,32,63
211,牢力,2020-06-22,25.9,17,35.1,,,,5.3,3,1.1,20,54.5
211,牢力,2020-06-23,24.8,19.1,34.2,,,,6.2,3.2,1.7,31,64.4
211,牢力,2020-06-24,20.3,18.4,22.4,1.8,7.7,37.2,6.5,3,1.6,71,86.1
211,牢力,2020-06-25,20.4,18.4,22.5,.4,.8,4.5,3.8,1.7,.6,81,93.3
211,牢力,2020-06-26,21.7,19.5,24,.3,.5,.9,11.7,6.1,3.1,64,77.5
211,牢力,2020-06-27,22.4,18.3,27.6,1.4,1.7,1.7,7.1,3.5,1.4,57,76.8
211,牢力,2020-06-28,21.7,17.9,28.8,1.2,1.9,1.9,6.7,3.3,1,51,80.8
211,牢力,2020-06-29,21.7,17.6,27.1,.3,.6,.6,8.2,3.8,1.4,62,80
211,牢力,2020-06-30,19.1,16.2,21.4,1.2,3.6,11.2,18,8.9,3.2,66,82
211,牢力,2020-07-01,19.1,15.9,25.6,.2,.5,2.2,4.9,2.7,.7,51,83.8
211,牢力,2020-07-02,21.8,16.2,30.2,1.6,4.7,5.3,6.8,3.6,1.2,42,79.3
211,牢力,2020-07-03,23,17.7,29.6,,,,10,4.5,1.5,34,66.3
211,牢力,2020-07-04,22.1,16.4,29.5,,,,5.3,2.4,1,36,63.3
211,牢力,2020-07-05,22.5,16.8,28.9,,,,5.9,2.7,1,44,71.5
211,牢力,2020-07-06,23.5,17.1,30.3,,,,3.9,2.1,1,46,71.8
211,牢力,2020-07-07,23.1,19.5,26.7,0,0,0,8.3,3.7,1.4,61,77
211,牢力,2020-07-08,23.5,18.4,31.3,,,,8,4.2,1.3,45,75.3
211,牢力,2020-07-09,24.3,19.3,30.8,,,,7.4,4.5,2,50,71.9
211,牢力,2020-07-10,21.9,19.7,23.4,1,2.2,2.2,13.1,5.3,1.7,73,83.5
211,牢力,2020-07-11,20.7,17,23.7,,,,9.3,4.1,2,57,74.5
211,牢力,2020-07-12,19.9,14.2,25.3,,,,6.9,3,1.7,54,71.9
211,牢力,2020-07-13,18.8,17.7,20.5,1.1,3.7,9.9,12.8,4.4,2.4,68,83
211,牢力,2020-07-14,18.4,15.8,21.4,2.3,8.9,24,11.1,4.9,2.5,67,80
211,牢力,2020-07-15,20.8,15.9,28.5,.1,.1,.1,5.9,2.8,1,36,72
211,牢力,2020-07-16,21.2,14.8,30,0,0,0,8.9,4.5,1.2,51,80.8
211,牢力,2020-07-17,23.7,17.9,31.7,,,,7.1,3.6,1.6,42,71.9
211,牢力,2020-07-18,23.5,19.3,30.5,,,,8,3.8,1.8,47,72.3
211,牢力,2020-07-19,20.9,18.7,22.7,1.1,4.6,5.1,7,3.1,1.5,70,84.1
211,牢力,2020-07-20,24.3,20.9,27.6,.9,2.1,2.4,14.7,6.4,3,70,80.9
211,牢力,2020-07-21,24.8,21.1,30.4,,,,4.9,2.6,1.2,48,73.6
211,牢力,2020-07-22,23.4,20,29.2,,,,4.9,2.7,1.2,52,81
211,牢力,2020-07-23,20.7,17.9,25.3,1.6,6.8,31.7,12.3,5,1.5,63,85.3
211,牢力,2020-07-24,20.4,18.1,23,1.1,3.8,13,13.3,6,3.3,73,84.8
211,牢力,2020-07-25,21,19.3,24.1,.1,.2,.9,11.1,5.1,2.5,71,84.8
211,牢力,2020-07-26,22.5,19.4,28.6,1.9,6.6,11.2,9,4.1,1.4,60,80.6
211,牢力,2020-07-27,21.2,20.1,22.9,.4,1.4,3.4,4.2,1.7,.8,81,91
211,牢力,2020-07-28,22.6,19.7,27,.3,.3,.3,4,2,.8,64,85.5
211,牢力,2020-07-29,22.1,20.2,24.4,4.8,11,12.1,5.7,2.8,.9,77,88.8
211,牢力,2020-07-30,24.2,20.5,28.6,,,,6.3,3.4,1.1,65,84.6
211,牢力,2020-07-31,26,21.4,30.9,,,,7.3,3.5,1.7,51,77.4
211,牢力,2020-08-01,24,22.5,26.9,1.8,4.1,9.6,6.6,3.2,1,77,91.5
211,牢力,2020-08-02,24.6,22.4,28.2,2.8,6.9,18.3,11.5,4.3,1.2,73,88.6
211,牢力,2020-08-03,23.7,22.5,25.6,11.8,30.2,69.5,9.8,4.9,2.4,81,89.9
211,牢力,2020-08-04,23.3,21.7,25.5,12.3,25.4,135,7.3,4,1.2,81,95.8
211,牢力,2020-08-05,22.5,20.3,25.2,15.3,28,97.5,5.9,3,.5,90,98
211,牢力,2020-08-06,24,20.4,27.6,6.6,24.9,61.9,11,5.1,1.9,70,88.8
211,牢力,2020-08-07,23.5,21.2,26.4,.1,.1,.1,4.5,2.5,.9,74,89.3
211,牢力,2020-08-08,22.6,19.9,26.2,2.2,10.1,13.9,7.9,3.5,1.3,70,86.5
211,牢力,2020-08-09,22.8,20.6,25.5,10.2,19.8,60.9,9.5,4.4,1.4,81,93.3
211,牢力,2020-08-10,25.7,23.4,29,4.6,6.4,10.5,11,4.9,1.7,71,88.1
211,牢力,2020-08-11,24.2,22.7,26.6,6,15.2,66.5,8.9,3.9,1.4,76,89.9
211,牢力,2020-08-12,25.5,21.8,30.7,,,,4.9,2.4,.9,61,85.5
211,牢力,2020-08-13,26.2,22.8,30.4,.6,.8,.8,10.1,4.1,1.3,61,86
211,牢力,2020-08-14,27.5,26.3,29.3,0,0,0,11.5,5.5,3.4,71,77.6
211,牢力,2020-08-15,25.8,24.3,27.3,2.5,7.1,15.9,5.6,3.3,1.6,79,88.8
211,牢力,2020-08-16,26.7,23.9,30.3,.3,.3,.3,9,4.2,1.9,63,79.5
211,牢力,2020-08-17,26.7,23.5,29.9,,,,7.1,3.3,1.3,65,80.3
211,牢力,2020-08-18,26.4,22.6,32.1,,,,5.7,3.4,1.1,52,79.3
211,牢力,2020-08-19,26,22.2,31.2,,,,7.7,4,1.4,52,79
211,牢力,2020-08-20,25.7,22.2,32.1,,,,7.7,3.6,1.4,55,77.3
211,牢力,2020-08-21,22.4,20.8,23.6,.1,.1,.1,8.9,4,1.9,74,81.1
211,牢力,2020-08-22,22.6,20.4,28.1,12.9,28.9,56.2,4.7,2.2,1.1,68,86.3
211,牢力,2020-08-23,22.6,19.2,28.6,,,,5.1,2.8,.7,58,85.1
211,牢力,2020-08-24,24.7,20.1,30.6,,,,5.5,3,.7,56,82.5
211,牢力,2020-08-25,27.3,22.6,33.2,,,,9.8,4.5,1.4,51,78.1
211,牢力,2020-08-26,27.1,22.9,33.1,.2,.2,.4,10.3,3.7,1.9,53,77.3
211,牢力,2020-08-27,27.1,23.7,31,3.7,5.1,10.6,13.2,5.8,2,58,80.5
211,牢力,2020-08-28,26.5,24.1,31.8,2.1,5.4,10.2,7.2,2.8,.8,61,87.5
211,牢力,2020-08-29,26,23.9,31,1.3,2.5,8.1,5.4,2.6,.8,62,89.5
211,牢力,2020-08-30,24.7,22.3,28.2,6.8,17.8,22.5,8.5,3.9,1.3,66,86
211,牢力,2020-08-31,24,21.5,27.9,,,,6.3,3.1,1.7,63,77.8
211,牢力,2020-09-01,24.4,19.3,30.2,0,0,0,4.2,2.3,1.1,55,79.3
211,牢力,2020-09-02,22.6,21.3,24.3,5.4,12.6,36.7,8.8,4,1.1,83,94.9
211,牢力,2020-09-03,22.5,20.5,24.3,5.2,20.5,67.1,16.2,7.5,3.5,57,77.8
211,牢力,2020-09-04,21.4,16,26.4,,,,11.8,5.5,2.6,42,68.4
211,牢力,2020-09-05,18.9,14.8,24.1,,,,4.2,2.3,1,69,84.5
211,牢力,2020-09-06,18.6,16.2,24,1.2,3.4,15.7,10.3,4.7,2.1,54,81.5
211,牢力,2020-09-07,19.1,15.4,22.7,1.9,9.1,41.3,13.9,6.4,4.1,78,88.3
211,牢力,2020-09-08,21.6,17.2,25.4,.4,1,1.6,18.2,8,4.2,49,68.6
211,牢力,2020-09-09,19,16.4,24.8,2.4,4.1,8.4,9.2,4,1.4,58,85.8
211,牢力,2020-09-10,19.9,16.1,25.6,,,,6.5,2.6,.9,53,81.9
211,牢力,2020-09-11,19.7,16.6,25.1,.2,.6,1,8,3.6,1.9,53,78.8
211,牢力,2020-09-12,18.3,16.5,21.9,.5,1.9,10.8,12.5,5.8,2.4,73,85.5
211,牢力,2020-09-13,18.9,14.9,24.3,0,0,0,6.3,2.9,1.2,52,78.9
211,牢力,2020-09-14,19.3,16.1,24.6,,,,4.8,2.7,.7,58,83.9
211,牢力,2020-09-15,20.7,17.1,27.4,,,,4.4,2.5,1,49,80.5
211,牢力,2020-09-16,19.8,18.1,24.3,6.8,8.4,9.8,5.4,1.9,.4,70,92.3
211,牢力,2020-09-17,18.7,14.4,22.9,,,,8.2,3.9,1.5,42,81.9
211,牢力,2020-09-18,17.6,12.9,23.8,,,,10.2,4.9,1.5,41,73.4
211,牢力,2020-09-19,16.9,11.7,24.7,,,,9,4.4,1,31,74.1
211,牢力,2020-09-20,15.3,10.2,23.1,,,,8.2,3.9,.8,32,71.6
211,牢力,2020-09-21,15.1,9.4,23.2,,,,4.4,2.6,1.1,31,74.3
211,牢力,2020-09-22,14.5,9,21.9,,,,6.7,3.1,1.2,53,77.9
211,牢力,2020-09-23,15,9.8,20.8,,,,9.8,4,1.8,53,78.8
