¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),10∫– √÷¥Ÿ ∞≠ºˆ∑Æ(mm),1Ω√∞£ √÷¥Ÿ∞≠ºˆ∑Æ(mm),¿œ∞≠ºˆ∑Æ(mm),√÷¥Î º¯∞£ «≥º”(m/s),√÷¥Î «≥º”(m/s),∆Ú±’ «≥º”(m/s),√÷º“ ªÛ¥ÎΩ¿µµ(%),∆Ú±’ ªÛ¥ÎΩ¿µµ(%)
212,»´√µ,2025-10-31,11.7,5.2,20.3,0,0,0,4,2.3,.4,39,74.4
212,»´√µ,2025-11-01,12.3,8.4,16.6,,,2,8.5,5.1,1.5,31,65.4
212,»´√µ,2025-11-02,7.1,2.1,11.6,,,,9.8,4.5,1.6,35,64
212,»´√µ,2025-11-03,4.9,-1.4,14.2,,,,4.1,2.1,.6,33,70.3
212,»´√µ,2025-11-04,7.3,1.3,16.3,,,,5.9,3.1,.5,39,74.4
212,»´√µ,2025-11-05,7.3,1.5,17.2,,,,3.4,1.8,.4,34,77.3
212,»´√µ,2025-11-06,8.1,1.8,18.7,,,,4,1.9,.4,38,79
212,»´√µ,2025-11-07,9.8,3.5,19,,,,3.9,1.8,.5,42,77.6
212,»´√µ,2025-11-08,11.3,8.2,14.6,0,0,0,3.7,1.9,.4,65,81
212,»´√µ,2025-11-09,11.9,7.8,17.2,,,,12,5.7,1.6,26,63.5
212,»´√µ,2025-11-10,7.1,1.4,13.2,,,,8.8,4,1.3,16,44
212,»´√µ,2025-11-11,5.2,-1.2,14.3,,,,3.9,1.8,.6,29,66.9
212,»´√µ,2025-11-12,5.9,-.6,16.1,,,,3.9,2.2,.4,25,71.6
212,»´√µ,2025-11-13,6.5,.1,16.5,,,,6.5,2.3,.6,37,75.4
212,»´√µ,2025-11-14,4.9,.2,14,,,,4.9,3,.6,28,72.4
212,»´√µ,2025-11-15,4.8,-1.9,15.6,,,,3,1.7,.4,18,65.1
212,»´√µ,2025-11-16,7.1,-1.3,17.6,,,.4,5.5,2.9,.5,22,64.5
212,»´√µ,2025-11-17,4,-.9,10.7,,,,8.8,4.3,2.3,19,32.9
212,»´√µ,2025-11-18,-.6,-5.5,5.2,,,,8.5,3.6,1,27,54.5
212,»´√µ,2025-11-19,-.5,-5.9,6.9,,,,4.9,2.5,.5,29,62.3
212,»´√µ,2025-11-20,4.6,-4,12.2,,,,8.5,3.8,1.2,38,59.1
212,»´√µ,2025-11-21,4.7,-2.6,10.5,,,,9.1,4.5,1,29,
212,»´√µ,2025-11-22,5.4,0,13.7,,,,5,2.6,.4,,
212,»´√µ,2025-11-23,6.1,.3,13.3,,,,3.9,2.1,.4,,
212,»´√µ,2025-11-24,7.9,3.3,15.4,,,0,6,2.3,.3,,
212,»´√µ,2025-11-25,4.7,2.2,6.7,,,12.1,6.3,2.8,.6,,
212,»´√µ,2025-11-26,5,.1,9.8,,,,6.9,3,.6,,
212,»´√µ,2025-11-27,2.8,-.5,6,,,5.6,8.1,4,1.1,,
212,»´√µ,2025-11-28,.9,-2.6,6.7,,,,5.3,2.5,.8,20,
212,»´√µ,2025-11-29,2.5,-4.8,9.5,,,,4.3,2.1,.3,28,68.6
212,»´√µ,2025-11-30,8.6,4.3,15.3,,,,5,2.5,.5,45,73.9
212,»´√µ,2025-12-01,5.3,-.6,10.3,,,,5.9,3.3,1.1,10,50.5
212,»´√µ,2025-12-02,-.3,-4.9,4.4,,,,8.3,4,1.5,13,41.6
212,»´√µ,2025-12-03,-6.3,-9.3,-3,,,,9,4.6,1.8,18,34.8
212,»´√µ,2025-12-04,-5.4,-12.2,.4,,,1.7,5.5,2.9,.8,16,53.5
212,»´√µ,2025-12-05,-4.8,-10.1,.4,,,,4,2,.7,34,63.5
212,»´√µ,2025-12-06,.1,-5.7,4.7,,,.1,2.9,1.6,.5,43,67
212,»´√µ,2025-12-07,4.4,-1.4,11.7,,,,5.5,2.9,.5,34,75.4
212,»´√µ,2025-12-08,1.7,-3.8,8.1,,,,7.9,4,1.2,10,39.8
212,»´√µ,2025-12-09,-1.3,-7.3,6.5,,,,6.9,3.5,.6,32,64
212,»´√µ,2025-12-10,.4,-4.4,6.2,,,,2.2,1.2,.2,53,76
212,»´√µ,2025-12-11,2.3,-2,9.1,,,11.1,7.9,3.6,.9,28,70.5
212,»´√µ,2025-12-12,.8,-4.6,6.7,,,,3.9,1.7,.5,39,67.6
212,»´√µ,2025-12-13,.7,-.6,3,,,8.9,5.1,2.8,.3,67,85.4
212,»´√µ,2025-12-14,-1.6,-4.7,.8,,,,4.6,2.8,.6,61,77.4
212,»´√µ,2025-12-15,-2.4,-7.5,2.2,,,,3.2,1.8,.5,63,84.1
212,»´√µ,2025-12-16,.8,-1.2,1.8,,,3.2,2.2,1.1,.1,85,91.3
212,»´√µ,2025-12-17,1.8,-1.3,6.5,,,,3.5,2.1,.5,54,87.1
212,»´√µ,2025-12-18,-.7,-2.8,4.2,,,,2.2,1.4,.5,59,88.6
212,»´√µ,2025-12-19,-1,-4.4,2.9,,,,2,1.1,.3,67,85.9
212,»´√µ,2025-12-20,3.8,.8,7.1,,,.6,4.6,2.3,.4,50,84.1
212,»´√µ,2025-12-21,-1.6,-6,2.9,,,,6.4,3.6,1.4,20,39.4
212,»´√µ,2025-12-22,-3.6,-9,4.3,,,,2.7,1.6,.4,20,61.9
212,»´√µ,2025-12-23,-1.9,-6.2,1.9,,,4.9,2.7,1.4,.3,57,79.5
212,»´√µ,2025-12-24,1.3,-.5,3.6,,,0,2.5,1.5,.3,67,88.6
212,»´√µ,2025-12-25,-2.4,-8.5,.8,,,,9.8,4.9,2,20,48.1
212,»´√µ,2025-12-26,-8.9,-12.6,-4.4,,,,7.6,3.2,1.3,17,40
212,»´√µ,2025-12-27,-5.8,-12.1,-1.8,,,,3.5,1.8,.5,48,60.6
212,»´√µ,2025-12-28,.7,-2,4.7,,,0,2.2,1.2,.3,56,72.4
212,»´√µ,2025-12-29,2.1,-2.2,7.3,,,1.1,4.9,1.9,.5,59,82.1
212,»´√µ,2025-12-30,-1.8,-6.1,3.6,,,,7.5,3.5,.7,19,55.3
212,»´√µ,2025-12-31,-5.7,-9,-1.9,,,,7.6,3.6,1.3,14,32.6
212,»´√µ,2026-01-01,-8.7,-13.1,-3.1,,,,6,3.6,1,14,43.8
212,»´√µ,2026-01-02,-9.5,-14.7,-3.6,,,,5.1,2.5,.8,25,52.1
212,»´√µ,2026-01-03,-7.8,-14.6,.1,,,,4,2.1,.7,30,62.1
212,»´√µ,2026-01-04,-2.2,-7.2,4.7,,,,5.4,2.7,.8,28,56.1
212,»´√µ,2026-01-05,-3.8,-8.6,2.2,,,,6.6,3.2,.8,16,50.8
212,»´√µ,2026-01-06,-4.5,-11.9,1,,,,2,1.3,.2,28,55.3
212,»´√µ,2026-01-07,-1.2,-5.4,4,,,,9.8,4.9,1.8,13,41.6
212,»´√µ,2026-01-08,-6.8,-11,-1.5,,,,5.5,2.8,.9,15,37.6
212,»´√µ,2026-01-09,-3.8,-12.5,1.8,,,,4.9,2.4,.6,34,59.5
212,»´√µ,2026-01-10,1.8,-4.4,5.7,,,3,14.5,6.5,3.1,23,56.1
212,»´√µ,2026-01-11,-6.9,-10.5,-3.5,,,,13.6,6.3,2.5,17,32.4
212,»´√µ,2026-01-12,-6.8,-13.5,-2,,,1.6,3.5,2,.9,46,70.9
212,»´√µ,2026-01-13,-3.9,-9.7,.1,,,1,13.8,5.8,2.2,18,44.4
212,»´√µ,2026-01-14,-6.5,-14.1,-1.1,,,,3.2,1.8,.6,26,46.8
212,»´√µ,2026-01-15,.3,-2.3,6.3,,,1.2,3.9,1.7,.3,39,80.9
212,»´√µ,2026-01-16,1.1,-1.6,8,,,,2.9,1.8,.3,47,79.4
212,»´√µ,2026-01-17,.2,-3.8,6.9,,,,4.3,2.5,.5,18,62.5
212,»´√µ,2026-01-18,-2.2,-6.7,.9,,,0,2.5,1.2,.2,52,71.3
212,»´√µ,2026-01-19,-2.1,-8,1.5,,,.8,7,3.9,2.2,24,54.3
212,»´√µ,2026-01-20,-7.6,-11.6,-1.6,,,,4,2.3,.9,20,41.1
212,»´√µ,2026-01-21,-10,-15.2,-4.3,,,,7.3,3.8,1.4,21,49
212,»´√µ,2026-01-22,-10.7,-15.9,-5.5,,,,7.4,4.1,1.5,17,42.8
212,»´√µ,2026-01-23,-7.7,-15.8,-1.2,,,0,6.6,3.3,.9,14,51.4
212,»´√µ,2026-01-24,-5.8,-10.1,-2.2,,,.4,8.8,4.4,1.7,12,41.8
212,»´√µ,2026-01-25,-7.5,-13.9,-.8,,,,5.5,2.7,.9,17,39.4
212,»´√µ,2026-01-26,-7,-12.8,-1.2,,,,3.5,1.8,.7,27,51.5
212,»´√µ,2026-01-27,-5.4,-11.5,.6,,,,6.8,3.4,1.1,18,46.1
212,»´√µ,2026-01-28,-7.1,-13.3,-.8,,,,6.6,3.6,1,14,42.3
212,»´√µ,2026-01-29,-6.7,-14.1,.3,,,,8.5,3.8,1.3,11,36.6
212,»´√µ,2026-01-30,-7.7,-13.6,-1,,,,5.1,2.8,.9,14,39.3
212,»´√µ,2026-01-31,-6.9,-14.2,1.3,,,,6.4,3.4,.8,14,44
212,»´√µ,2026-02-01,-4.5,-12.1,1.5,,,0,8.6,4.7,1.1,20,46.3
212,»´√µ,2026-02-02,-3.6,-8.6,.6,,,3.1,6.6,3.4,.9,28,64.5
212,»´√µ,2026-02-03,-5.2,-12.9,3.4,,,,4.3,2.4,.5,29,63.8
212,»´√µ,2026-02-04,-1.6,-7.3,4.4,,,,2.4,1.2,.2,53,73.6
212,»´√µ,2026-02-05,2.4,-3.1,8.9,,,.1,6.3,2.6,.9,48,70.3
212,»´√µ,2026-02-06,-3,-6.3,1.3,,,,6.1,3.3,1.7,10,24.4
212,»´√µ,2026-02-07,-7,-10.2,-1.5,,,,8.6,4,1.5,8,27.8
212,»´√µ,2026-02-08,-9.2,-15.3,-3.4,,,,6.4,3.4,1.2,15,34.3
212,»´√µ,2026-02-09,-6.2,-14,2.6,,,,3.4,2.2,.6,17,46.1
212,»´√µ,2026-02-10,-1.9,-7.8,3.8,,,,2.4,1.2,.5,41,59.3
212,»´√µ,2026-02-11,.6,-3.4,6.3,,,,5.8,3.2,.7,40,68.6
212,»´√µ,2026-02-12,-.5,-6.4,8,,,,6.6,3.5,.7,28,65.9
212,»´√µ,2026-02-13,2.2,-3,9.7,,,,5.1,2.9,.7,41,68
212,»´√µ,2026-02-14,3.6,-1.9,11.9,,,,6.5,2.9,.5,41,71.1
212,»´√µ,2026-02-15,5.5,-.1,13.5,,,,8,3.9,1,10,49.8
212,»´√µ,2026-02-16,1.5,-3.6,9.6,,,,4.5,2.1,.5,26,52.6
212,»´√µ,2026-02-17,.4,-6.2,8.4,,,,7,3.6,.8,10,47.8
212,»´√µ,2026-02-18,.7,-4.9,7.9,,,,6.9,3.6,.9,12,44.9
212,»´√µ,2026-02-19,0,-7,8.2,,,,5.5,3,.7,21,51.5
212,»´√µ,2026-02-20,2.1,-6,12.2,,,,7.4,3.6,.7,24,56
212,»´√µ,2026-02-21,6.1,-3.2,17.2,,,,8.3,3.8,.8,22,55
212,»´√µ,2026-02-22,5.3,.3,13.2,,,.6,14.3,6.1,2.1,9,43.3
212,»´√µ,2026-02-23,1.7,-4.1,7.6,,,,9,4.6,1.5,6,20.5
212,»´√µ,2026-02-24,1.4,-3,5.1,,,0,4.9,2.4,.6,21,45
212,»´√µ,2026-02-25,3.2,-6.7,14.5,,,,6.1,2.8,.9,19,55.4
212,»´√µ,2026-02-26,4.8,-3.5,12.5,,,,3.9,2.1,.7,27,58
212,»´√µ,2026-02-27,6.4,.7,10.8,,,,7,3.6,1.5,40,57.9
212,»´√µ,2026-02-28,5.2,-3.1,16.1,,,,5.9,2.6,.9,19,59
212,»´√µ,2026-03-01,5.5,0,10.8,,,0,6.5,3.4,1.4,40,62.8
212,»´√µ,2026-03-02,4.1,1.8,6.2,,,4.7,8.3,3.7,1.3,57,76.6
212,»´√µ,2026-03-03,4,.1,9.4,,,.4,10,4.3,1.3,41,69.1
212,»´√µ,2026-03-04,3.6,-2.3,12.1,,,,5.5,2.7,.7,18,58.1
212,»´√µ,2026-03-05,5.3,-2.8,14.4,,,11.9,6,3,.8,20,61.8
212,»´√µ,2026-03-06,2.6,.6,4.9,,,3.4,6.8,3.1,1.6,54,68.1
212,»´√µ,2026-03-07,.9,-2.7,5.9,,,,8.1,3.6,1.5,18,45.1
212,»´√µ,2026-03-08,.6,-6.2,8.7,,,,6,3.2,.9,11,49.6
212,»´√µ,2026-03-09,2,-1.8,7.6,,,,6.4,2.7,.9,33,56.9
212,»´√µ,2026-03-10,1.9,-4.3,9.3,,,,6.8,2.8,.7,23,56.8
212,»´√µ,2026-03-11,3.2,-4.2,11.5,,,,4.5,2.3,.7,5,46.4
212,»´√µ,2026-03-12,4.1,-3.1,12.8,,,,9.3,4.8,1.1,21,53.5
212,»´√µ,2026-03-13,4.1,-2.4,11.1,,,,10.8,4.4,1.2,22,52.5
212,»´√µ,2026-03-14,6.3,-.8,14.2,,,,6.3,3.1,.9,14,44.8
212,»´√µ,2026-03-15,5.4,1.4,10.8,,,,4.1,2.2,.9,40,58.8
212,»´√µ,2026-03-16,5.4,-1.3,14.7,,,,5,2.9,.6,17,58
212,»´√µ,2026-03-17,6.3,-2.1,15.7,,,,5.9,3.4,.6,9,46.3
212,»´√µ,2026-03-18,4.3,2.1,7.7,,,4.8,3.4,1.6,.4,51,81.4
212,»´√µ,2026-03-19,5.4,.8,13.1,,,,8.3,4,1.2,9,54.4
212,»´√µ,2026-03-20,5.2,-2.8,14.2,,,,8.3,3.4,1,18,52.4
212,»´√µ,2026-03-21,6.4,-2,16.4,,,,6.3,3,.8,9,46.4
212,»´√µ,2026-03-22,8.3,.5,18.3,,,,6.1,3.3,.7,6,36
212,»´√µ,2026-03-23,9.2,-.3,18.3,,,,7,3.5,1.1,21,41
212,»´√µ,2026-03-24,10.3,.9,19,,,,6.4,3.3,.8,13,41.5
212,»´√µ,2026-03-25,12.4,4.8,20.7,,,,5,2.6,.7,9,39.8
212,»´√µ,2026-03-26,11.8,3,21.5,,,,6.5,3.3,.9,11,45
212,»´√µ,2026-03-27,11.4,2.9,20.1,,,,6.1,3.6,1,29,53.4
212,»´√µ,2026-03-28,11.7,3.4,21,,,,5.8,2.7,.7,13,47.8
212,»´√µ,2026-03-29,11.5,2.8,20.9,,,,5,2.5,.6,12,42.6
212,»´√µ,2026-03-30,12.9,5,21.5,,,1.2,4.1,2,.5,19,47.9
212,»´√µ,2026-03-31,11.5,8.4,15.3,,,9.8,6.5,3,1.1,51,72.4
212,»´√µ,2026-04-01,10.5,5.2,16.9,.6,1,1.2,9.6,4.3,.7,47,77.8
212,»´√µ,2026-04-02,11.1,5.4,18.5,,,,9.3,4.2,1.1,16,53.9
212,»´√µ,2026-04-03,13.6,5.3,21.1,,,,7.5,3.9,1,19,46
212,»´√µ,2026-04-04,13.7,10,20.5,.4,1.7,4.6,7.5,3.8,1.2,35,67.1
212,»´√µ,2026-04-05,11.9,7.7,18.4,1.9,3.9,3.9,7.6,4,1.3,16,53.8
212,»´√µ,2026-04-06,9.1,5,12.5,.5,3.2,1,8.8,4.3,1.2,13,65.4
212,»´√µ,2026-04-07,7.1,-1.3,14.3,,,,8.1,4,1.5,8,36
212,»´√µ,2026-04-08,8.7,-.5,17.4,,,,6.5,3.6,1,19,47
212,»´√µ,2026-04-09,8.1,4.3,10.3,1.8,5.1,23.1,4.4,1.9,.6,54,80
212,»´√µ,2026-04-10,10.6,9.4,11.9,1.1,1.8,4.2,7,2.8,1.2,75,85.4
212,»´√µ,2026-04-11,12.1,7.9,18.5,,,,9.5,4.5,1.6,20,57.5
212,»´√µ,2026-04-12,13.6,3,24.7,,,,5.9,3.3,.8,7,48.4
212,»´√µ,2026-04-13,16.9,5.9,27.8,,,,5.9,3.4,1,11,38.6
212,»´√µ,2026-04-14,17.1,8.8,28.2,,,,6.8,3.8,1.1,14,40.9
212,»´√µ,2026-04-15,17.1,8.6,27,,,,7.5,4.3,1.5,12,46.1
212,»´√µ,2026-04-16,16.8,7.1,27,,,,5.3,2.2,.8,5,39.8
212,»´√µ,2026-04-17,15,10.2,20.3,,,,6.5,3.5,1,21,46.8
212,»´√µ,2026-04-18,17.2,6.7,27.9,,,,4.3,2.2,.6,9,46.3
212,»´√µ,2026-04-19,19.7,10.2,29.8,,,,5.8,2.6,.6,9,38.9
212,»´√µ,2026-04-20,12.9,6.6,19.8,.2,.2,.2,11.1,4.5,1.3,41,62.3
212,»´√µ,2026-04-21,11,2,18.4,,,,8,4.2,1.3,19,43.1
212,»´√µ,2026-04-22,11.8,5.7,20.4,,,,7.4,3.5,.8,15,42.8
212,»´√µ,2026-04-23,13.6,5.2,21.8,,,,9,4.2,1.5,10,38.3
212,»´√µ,2026-04-24,14.3,2.6,26.1,,,,5,2.8,.7,8,37
212,»´√µ,2026-04-25,16.2,5.5,27,,,,6.9,3.6,.9,13,39
212,»´√µ,2026-04-26,16,5.1,26.4,,,,6.9,3.5,1,13,40.1
212,»´√µ,2026-04-27,15,8.2,23.9,.5,.6,1.4,8.5,4.6,1,21,57.3
216,≈¬πÈ,2021-01-01,-6.2,-10.8,-2.4,,,0,10.5,3.8,1.5,32,50.4
216,≈¬πÈ,2021-01-02,-6.6,-10.2,-2.9,,,0,8.2,3.2,1.3,17,38.3
216,≈¬πÈ,2021-01-03,-6.9,-10.1,-3.8,,,,10,4.3,1.6,22,35.1
216,≈¬πÈ,2021-01-04,-3.6,-9,1,,,,9.2,4.3,1.5,16,45.5
216,≈¬πÈ,2021-01-05,-5.3,-12.5,-1.1,,,0,9.6,4,1.3,20,46.9
216,≈¬πÈ,2021-01-06,-9.8,-15.3,-5.6,,,0,11.9,5.4,1.5,17,41.9
216,≈¬πÈ,2021-01-07,-15.1,-17.9,-8.2,,,1,16.5,4.8,2.1,23,40.1
216,≈¬πÈ,2021-01-08,-15.2,-18.6,-11,,,,11.7,4.6,1.9,28,36.4
216,≈¬πÈ,2021-01-09,-13.2,-16.1,-9.6,,,,10.5,4,1.8,32,42.1
216,≈¬πÈ,2021-01-10,-8.8,-14,-4.9,,,,9.9,4.8,2,32,46.8
216,≈¬πÈ,2021-01-11,-8.4,-14.3,-3.1,,,,5,2.6,.8,26,51.4
216,≈¬πÈ,2021-01-12,-5.3,-11.1,-1.6,,,0,9.8,4.2,1.6,41,58.5
216,≈¬πÈ,2021-01-13,1.1,-3.5,4.5,,,0,14.1,5,2.7,40,59.8
216,≈¬πÈ,2021-01-14,0,-5.5,7.6,,,,6.6,3.5,.8,13,50.6
216,≈¬πÈ,2021-01-15,4.1,-5.7,7.9,,,0,16.2,8,3.3,46,65.3
216,≈¬πÈ,2021-01-16,-3.6,-8.3,2,,,,10.7,5.7,1.5,30,47.8
216,≈¬πÈ,2021-01-17,-8,-11.8,-4.4,,,0,10.4,3.8,1.6,23,48.4
216,≈¬πÈ,2021-01-18,-6.6,-10.7,-3.2,,,1,11.7,4.1,1.9,41,66.6
216,≈¬πÈ,2021-01-19,-9.2,-16.7,-.1,,,,5,3.4,.6,14,56.6
216,≈¬πÈ,2021-01-20,-2.8,-12.8,6.5,,,,6.6,4.1,1.2,16,49.4
216,≈¬πÈ,2021-01-21,4.1,-.2,8.8,,,0,10.4,5,1.6,38,69.6
216,≈¬πÈ,2021-01-22,3.9,2.2,6.9,,,0,5.4,2.9,.8,77,94.1
216,≈¬πÈ,2021-01-23,1.1,-.1,3,,,.7,5,3.4,1.5,98,98.8
216,≈¬πÈ,2021-01-24,.6,-1.7,3.5,,,1.4,4.1,2.5,.7,79,96.9
216,≈¬πÈ,2021-01-25,.8,-4.5,8.8,,,,3.1,2.1,.5,39,83.9
216,≈¬πÈ,2021-01-26,1.5,-2,4.6,,,0,6.5,3.8,.9,67,83.9
216,≈¬πÈ,2021-01-27,.1,-3.7,4.5,,,,4.6,2.3,.8,25,51.9
216,≈¬πÈ,2021-01-28,-4.7,-11.8,3.7,,,1.5,13.1,5.7,2.1,27,54.6
216,≈¬πÈ,2021-01-29,-10.5,-14.7,-6.4,,,,13.9,6.1,2.4,22,36.4
216,≈¬πÈ,2021-01-30,-2.9,-12.1,1.2,,,0,10.6,4.2,1.9,38,59.9
216,≈¬πÈ,2021-01-31,-.5,-9.4,6.3,,,,9.2,5.6,1.5,20,55.9
216,≈¬πÈ,2021-02-01,4.4,.8,7.2,,,1.4,13.7,6.4,3.1,45,67.1
216,≈¬πÈ,2021-02-02,-6.1,-8.8,.9,,,,9.7,3.6,2,19,33.8
216,≈¬πÈ,2021-02-03,-6,-10.6,-1.7,,,.1,9.8,4.4,2,20,42.9
216,≈¬πÈ,2021-02-04,-3,-5.5,.1,,,0,12,5.7,2.4,20,38.3
216,≈¬πÈ,2021-02-05,0,-5.8,4.4,,,,12.4,5.4,2.4,24,42.4
216,≈¬πÈ,2021-02-06,3.2,-1.1,6.9,,,,11.4,5.1,2.1,25,61.8
216,≈¬πÈ,2021-02-07,3.2,-1.9,7.5,,,0,9.6,4.5,1.5,32,54.9
216,≈¬πÈ,2021-02-08,-4.4,-7.3,-.6,,,,9.7,5,1.5,21,34.8
216,≈¬πÈ,2021-02-09,-2.8,-8.9,2.4,,,,7.5,3.4,1.5,26,37
216,≈¬πÈ,2021-02-10,.6,-3.1,4.6,,,,9.5,3.1,1.6,36,54.1
216,≈¬πÈ,2021-02-11,2.9,-5.3,12.2,,,,5.1,3.4,1,19,53.5
216,≈¬πÈ,2021-02-12,4.2,-2.8,16.4,,,,4.7,3,.6,7,44
216,≈¬πÈ,2021-02-13,3.8,-4.4,15.2,,,,5.2,2.9,.6,11,47.1
216,≈¬πÈ,2021-02-14,5.7,-1.5,12.9,,,0,6.6,3.7,.8,43,64
216,≈¬πÈ,2021-02-15,.3,-7.2,6,,,0,13.6,6.1,2.3,44,66.6
216,≈¬πÈ,2021-02-16,-7.4,-10,-4.3,,,0,11.9,3.4,1.9,39,52.4
216,≈¬πÈ,2021-02-17,-11.2,-13.8,-7.8,,,,9.9,4,2,32,43.8
216,≈¬πÈ,2021-02-18,-9,-14.8,-3.4,,,,8.2,3.6,1.6,30,47.9
216,≈¬πÈ,2021-02-19,1,-9.1,6,,,,12.5,5.1,2.5,17,41.3
216,≈¬πÈ,2021-02-20,7.7,2.6,12,,,,13.9,4.7,2.5,25,46.9
216,≈¬πÈ,2021-02-21,12.2,6.1,16.8,,,,14.6,5.2,2.5,23,36.9
216,≈¬πÈ,2021-02-22,10,2,15.2,,,,10.6,3.8,1.8,23,39.3
216,≈¬πÈ,2021-02-23,-.2,-4.7,5.9,,,,5.9,3,.9,9,46.4
216,≈¬πÈ,2021-02-24,-1.1,-5.3,5.2,,,,6.7,4.1,1,34,60.3
216,≈¬πÈ,2021-02-25,2.9,-4.1,7.5,,,,6.4,3.4,.9,31,56.3
216,≈¬πÈ,2021-02-26,2.2,-1,6.2,,,0,7.3,4.7,1.2,48,71
216,≈¬πÈ,2021-02-27,.2,-3.5,2.8,,,.5,4.4,2.5,1.2,65,87.5
216,≈¬πÈ,2021-02-28,4.5,-6.7,13.6,,,0,7.5,5,1.2,16,61
216,≈¬πÈ,2021-03-01,1.9,-2.8,8.6,,,59.7,12.3,5.7,2.6,76,90.4
216,≈¬πÈ,2021-03-02,-3.7,-4.7,-2.6,,,3.9,10,5.6,2.7,83,87.4
216,≈¬πÈ,2021-03-03,-1.4,-10.3,6,,,,6.4,3.6,1.1,31,68.5
216,≈¬πÈ,2021-03-04,3.1,-2.7,7.9,,,0,6.1,3.2,1.1,39,68.3
216,≈¬πÈ,2021-03-05,5.8,-2.4,15.4,,,,5.8,3.1,.7,10,64
216,≈¬πÈ,2021-03-06,-1,-3,4.6,,,0,11,5.8,2.2,70,89.9
216,≈¬πÈ,2021-03-07,1.4,-2.7,7,,,,5.1,3.2,1.1,55,77.6
216,≈¬πÈ,2021-03-08,2,-3.4,7.7,,,,7.2,4.9,1.2,37,78.6
216,≈¬πÈ,2021-03-09,4.9,-2.3,12.1,,,,6.2,2.4,1.1,26,59.8
216,≈¬πÈ,2021-03-10,4.3,-1.4,11,,,,8.2,3.8,1.2,42,66.1
216,≈¬πÈ,2021-03-11,6.4,-2.5,16.5,,,,4.6,3.1,.7,9,53.5
216,≈¬πÈ,2021-03-12,3.9,2.7,7.6,,,8.5,11.2,5.6,2,50,83
216,≈¬πÈ,2021-03-13,4.7,.6,10.2,,,,9.4,4.9,1.9,53,74.5
216,≈¬πÈ,2021-03-14,5.1,-.4,11.9,,,,6.5,3.3,.8,40,74.5
216,≈¬πÈ,2021-03-15,7.3,-1.3,14.1,,,,9.9,6.4,1.7,30,61.8
216,≈¬πÈ,2021-03-16,9.5,2.2,15.5,,,.2,8.7,4.2,1.7,13,46.3
216,≈¬πÈ,2021-03-17,5.1,-1.7,13,,,,6.6,4.7,1.2,34,66.8
216,≈¬πÈ,2021-03-18,5.4,.9,12.1,,,,6.6,4.7,1.3,53,81.4
216,≈¬πÈ,2021-03-19,4.7,2.5,7.7,,,,3.9,2.4,.6,69,81.6
216,≈¬πÈ,2021-03-20,5.4,3,7.3,,,1.2,4.1,2.6,.6,80,89.3
216,≈¬πÈ,2021-03-21,3.5,-.2,6.3,,,.1,8.3,4.2,1.6,47,64.1
216,≈¬πÈ,2021-03-22,2.4,-1.9,7.3,,,,8.9,4,1.6,26,43
216,≈¬πÈ,2021-03-23,7.6,1.3,13.5,,,,10.4,4.9,2.1,16,30.3
216,≈¬πÈ,2021-03-24,9,3.1,14.8,,,,9.1,4.7,1.8,10,28.6
216,≈¬πÈ,2021-03-25,10.6,2.4,17.1,,,,6.9,3.2,1.2,18,34.3
216,≈¬πÈ,2021-03-26,10.7,1.5,18.8,,,,6.5,3.7,1.6,11,38.3
216,≈¬πÈ,2021-03-27,10.6,6.3,14.1,,,24.4,10,5.3,2,24,63.6
216,≈¬πÈ,2021-03-28,10.1,7.6,13.4,,,1.3,11.7,5.5,2.8,54,76.3
216,≈¬πÈ,2021-03-29,9,5.5,13.1,,,,12.2,4.8,2.4,27,43.6
216,≈¬πÈ,2021-03-30,8.6,1.8,16.3,,,,6.1,2.9,1.2,14,33
216,≈¬πÈ,2021-03-31,8.5,-.2,18.5,,,,7.1,4.8,1.2,18,51.6
216,≈¬πÈ,2021-04-01,7.5,.8,13.6,,,,7.6,4.6,1.3,30,56
216,≈¬πÈ,2021-04-02,9.9,2.8,16.9,,,,5.8,3.9,1.2,35,69.1
216,≈¬πÈ,2021-04-03,10.4,6.3,16.5,2.1,7.3,45.4,7.3,3.7,1.6,62,84.6
216,≈¬πÈ,2021-04-04,3.6,1.6,6.4,2.2,7.6,20.4,11.9,5.4,3.1,56,82.3
216,≈¬πÈ,2021-04-05,4.6,-1.8,11.9,,,,6.7,4,1.5,24,55.9
216,≈¬πÈ,2021-04-06,9.5,.3,16.2,,,,7.6,4.4,1.1,19,44.1
216,≈¬πÈ,2021-04-07,11,3.3,17.5,,,,9.3,5.4,1.5,19,41.3
216,≈¬πÈ,2021-04-08,6.9,2.6,14.9,0,0,0,6.3,4,1.6,25,65.3
216,≈¬πÈ,2021-04-09,2.8,-.5,5.6,.5,1.3,1.9,7.5,3.9,1.1,61,77.5
216,≈¬πÈ,2021-04-10,5.6,-3.1,14.4,,,,6,3.5,.8,20,65.3
216,≈¬πÈ,2021-04-11,9,-.1,18.4,,,,5.3,2.7,.6,25,64
216,≈¬πÈ,2021-04-12,10.1,6.3,14.9,1.1,3.8,20.7,11.6,5.7,1.7,15,72.9
